server,osobaid,datum,id,pocetSlov,Sentiment,ethos,pathos,logos,neg,neu,pos,manipulation,populism,topics,entities
Twitter,andrej-babis,31.10.2019 0:00:00,bcf0a2b230e620d48c3de83a9c9ea435,28,0.7424,0.5,0.6,0.4,0,0.864,0.136,0.3,0.7,"místní politika","Mlejnkovou"
Twitter,andrej-babis,17.05.2020 0:00:00,bcf0a4eb0e95705161014119df4cb22e,36,-0.2023,0.6,0.3,0.7,0.081,0.853,0.065,0.2,0.1,"víceletý rozpočet eu","EU"
Facebook,andrej-babis,03.03.2021 0:00:00,bcf456e0e48bc6274d3b51ced86445fc,4,0,0.3,0.5,0.2,0,1,0,0.4,0.6,"tisková konference;informace;komunikace",""
Twitter,andrej-babis,13.01.2020 0:00:00,bcfc8c8e252e039e3057946c9226875c,36,0.2732,0.6,0.4,0.8,0,0.95,0.05,0.2,0.3,"útlum uhlí","Uhelná komise"
Twitter,andrej-babis,22.10.2020 0:00:00,bd0301a526593d6249e668fc3ff79d47,11,0.0516,0.4,0.3,0.2,0,0.854,0.146,0.1,0.2,"bezpečnost na silnicích",""
Twitter,andrej-babis,27.06.2021 0:00:00,bd05687891661f354b0bbf46c7d57ba2,22,-0.7089,0.5,0.8,0.2,0.281,0.636,0.084,0.1,0.1,"tragédie;soustrast",""
Facebook,andrej-babis,15.10.2016 0:00:00,bd062da65835cafc31ce7a04c3580b99,85,0.819,0.5,0.6,0.7,0.017,0.868,0.116,0.4,0.5,"","ČSSD"
Twitter,andrej-babis,20.02.2020 0:00:00,bd0ce88b9c204f754725bd8978c71389,42,0.2023,0.6,0.5,0.8,0.041,0.902,0.056,0.2,0.3,"","MŠMT"
Twitter,andrej-babis,08.09.2022 0:00:00,bd18340edf9cc1a87e8bd0e15dd732e5,14,0.3182,0.6,0.5,0.2,0,0.867,0.133,0.4,0.3,"pravda;dezinformace","Stb"
Twitter,andrej-babis,20.12.2022 0:00:00,bd1ed0e4599f2474348678dd8b3d4992,20,0.8561,0.5,0.7,0.3,0.039,0.675,0.286,0.4,0.6,"podpora potřebných",""
Twitter,andrej-babis,29.04.2020 0:00:00,bd25c4debf901bd6b90a13de2fb3f472,42,0.2732,0.5,0.6,0.7,0.088,0.803,0.109,0.4,0.3,"nákup ochranných pomůcek;ochrana zdravotníků",""
Facebook,andrej-babis,27.03.2020 0:00:00,bd25c5c94d5cea4fb603574fc1fe5204,8,0.4019,0.3,0.1,0.2,0,0.769,0.231,0,0.1,"chytrá karanténa;prevence šíření viru;covid-19",""
Facebook,andrej-babis,23.01.2018 0:00:00,BD2614D3D83FA82F42B349A8A7F4CB39,7,0,0.3,0.5,0,0,1,0,0,0.2,"","král"
Facebook,andrej-babis,28.08.2021 0:00:00,bd2977a65603bc5e0834889900d9e31b,6,0.7655,0.7,0.5,0.2,0,0.514,0.486,0.4,0.6,"politika;podpora","Brzobohatou"
Twitter,andrej-babis,26.03.2021 0:00:00,bd317a1de130cb9a334c5f9f14e90aac,32,0.4939,0.5,0.2,0.8,0,0.88,0.12,0.1,0.3,"dodávky vakcín;očkování",""
Twitter,andrej-babis,05.01.2021 0:00:00,bd3c79f139f5a3b1f811b6e25bb76990,34,-0.1779,0.6,0.7,0.5,0.064,0.891,0.045,0.4,0.3,"druhá světová válka","Chábera"
Twitter,andrej-babis,31.01.2020 0:00:00,bd3c931841a57a39b4c36632c56b04e5,38,-0.2942,0.7,0.4,0.6,0.051,0.949,0,0.3,0.2,"",""
Twitter,andrej-babis,04.03.2021 0:00:00,bd3e50ce9ca587c8c46713b6d933cdf4,40,0,0.6,0.5,0.7,0,1,0,0.3,0.2,"",""
Twitter,andrej-babis,05.01.2020 0:00:00,bd3f18fdce2e0eb60cafb7f2619d8aa8,40,0.8214,0.5,0.3,0.7,0,0.83,0.17,0.6,0.4,"kritika opozice",""
Twitter,andrej-babis,27.05.2021 0:00:00,bd4678d253e7d914da313dfe7d0e8c8d,20,0.4404,0.3,0.6,0.2,0.062,0.814,0.124,0.5,0.4,"",""
Facebook,andrej-babis,27.01.2017 0:00:00,BD4C3357362AE4060DB30105CB0D9DFC,26,-0.1531,0.4,0.5,0.2,0.11,0.8,0.09,0.3,0.2,"pomoc lidem;zdraví",""
Twitter,andrej-babis,13.09.2020 0:00:00,bd4facbe18c270b99b5503d9d2f40f7a,40,-0.3355,0.5,0.6,0.7,0.2845,0.6395,0.076,0.4,0.8,"covid-19;úmrtnost;politická reakce",""
Facebook,andrej-babis,14.10.2016 0:00:00,BD5672D5AE7C8EB9B396BB6C148D791C,116,0.9616,0.6,0.8,0.7,0.036,0.793,0.171,0.5,0.4,"senátní volby;podpora kandidáta;boj proti korupci","Hašek;Hašek;Nejvyšší kontrolní úřad;Rekonstrukce stát"
Twitter,andrej-babis,02.11.2020 0:00:00,bd58c5204b78941485312a460f0c9d7e,11,0.2716,0.3,0.5,0.2,0,0.905,0.095,0.4,0.2,"",""
Twitter,andrej-babis,07.09.2021 0:00:00,bd59c25ca827c72d094be54264d2ce53,22,0.6114,0.5,0.8,0.2,0.127,0.652,0.22,0.7,0.9,"",""
Facebook,andrej-babis,30.04.2017 0:00:00,bd5dc06fbe8ae8ee90010e6570056d0b,14,0.6249,0.3,0.5,0,0,0.76,0.24,0,0.2,"praha;společnost;událost",""
Twitter,andrej-babis,01.04.2020 0:00:00,bd5ef840e68c8fb483fb243fb6d36e4b,37,0.5093,0.5,0.2,0.8,0,0.918,0.082,0.1,0.3,"ošetřovné;živnostníci;podpora rodin","MPO;OSVČ"
Twitter,andrej-babis,10.10.2020 0:00:00,bd5fba9abc9537b1e9c584891dd0f834,9,0,0.3,0.4,0.5,0,1,0,0.2,0.1,"opatření;víkend;aktivity",""
Twitter,andrej-babis,18.06.2021 0:00:00,bd68b80d49db482032943f3515dd35dd,40,0.6705,0.6,0.3,0.7,0,0.906,0.094,0.2,0.1,"","Rada ECOFIN"
Twitter,andrej-babis,15.01.2020 0:00:00,bd790ab8fa5cb4423e2fd476d581d5bf,20,0,0.3,0.5,0.4,0,1,0,0.6,0.7,"energetická náročnost","Šnajdr"
Twitter,andrej-babis,12.04.2021 0:00:00,bd7a7409ca6df5109944cdc5a36467eb,41,0.6908,0.6,0.2,0.8,0,0.87,0.13,0.3,0.4,"podpora malých a středních podniků;investiční pobídky","ČMZRB"
Facebook,andrej-babis,23.05.2021 0:00:00,bd8ef5a727bd3538b6b9489140a2c092,36,0,0.5,0.4,0.7,0,1,0,0.3,0.6,"očkování;věkové skupiny",""
Twitter,andrej-babis,06.05.2021 0:00:00,bd8f87183930046db13fa67ec2bd793a,33,0.6369,0.6,0.5,0.4,0,0.884,0.116,0.3,0.5,"podpora podnikatelů;kultura a umění","Dukovany"
Twitter,andrej-babis,14.11.2019 0:00:00,bd90298e0e6a8e7b64733fcb05157bb2,43,0,0.3,0.5,0.2,0.068,0.898,0.034,0.4,0.6,"příběhy",""
Twitter,andrej-babis,20.11.2022 0:00:00,bd902fe3cb12dd5303ebb8f77139ca96,24,0.4588,0.5,0.5,0,0,0.88,0.12,0,0.2,"komunikace;osobní vztahy","Divišovou"
Twitter,andrej-babis,23.09.2020 0:00:00,bd934c99779ea630222b3dad50b03cca,22,0,0.5,0.3,0.7,0,1,0,0.2,0.4,"kurzarbeit;ošetřovné;opatření",""
Twitter,andrej-babis,13.11.2020 0:00:00,bda72515dfab5d4d73aef189b39f21ed,39,-0.9545,0.7,0.8,0.6,0.344,0.556,0.1,0.4,0.5,"",""
Twitter,andrej-babis,10.02.2020 0:00:00,bda81d287f7d39ff82c65bf0ab82b0d7,34,0.504,0.6,0.5,0.7,0,0.915,0.085,0.4,0.5,"paušální daň;živnostníci",""
Twitter,andrej-babis,05.03.2021 0:00:00,bdaf217b8f535a2bd0326827b3d2d632,40,0.802,0.6,0.7,0.5,0,0.819,0.181,0.3,0.4,"podpora zdravotnického personálu","Fakultní nemocnici Hradec Králové"
Twitter,andrej-babis,20.06.2021 0:00:00,bdbbe38e866a4f1536b5708d30211078,44,0.0772,0.5,0.6,0.7,0,0.973,0.027,0.4,0.5,"bez registrace",""
Twitter,andrej-babis,27.06.2021 0:00:00,bdbf842ce4f748b900d884884369ebd6,24,-0.1591,0.4,0.6,0.5,0.0475,0.9525,0,0.7,0.5,"koalice;politická opozice","Babiš"
Twitter,andrej-babis,21.08.2020 0:00:00,bdccd707b53d7163ac5d114dc6de7cd6,37,0.2808,0.6,0.3,0.8,0.069,0.826,0.106,0.2,0.4,"plán obnovy","Aquapalace VIP Clubu"
Twitter,andrej-babis,22.01.2021 0:00:00,bdce5fc78bc352c49ab425bb3bd48085,38,-0.296,0.6,0.5,0.7,0.203,0.641,0.156,0.4,0.3,"prodloužení nouzového stavu;pandemie;kompenzační bonus",""
Facebook,andrej-babis,25.08.2019 0:00:00,bdd2057d76fe0a3c27532ddf71d58b8c,138,-0.4134,0.6,0.5,0.7,0.038,0.962,0,0.4,0.3,"politické sliby","Kapschem;Ministerstvo dopravy;Šimonovského"
Twitter,andrej-babis,27.01.2020 0:00:00,bdd373633bf054978def2bcfe24f9e10,33,-0.5719,0.8,0.9,0.7,0.139,0.795,0.066,0.3,0.2,"holokaust",""
Facebook,andrej-babis,27.05.2016 0:00:00,bdda1293f35bf34fd778bc861e61fff9,66,-0.3182,0.5,0.7,0.4,0.099,0.806,0.095,0.6,0.8,"politická manipulace",""
Twitter,andrej-babis,01.06.2020 0:00:00,bddfdcacb3f4bea862719776a86bffd3,37,0,0.5,0.3,0.8,0,1,0,0.2,0.1,"doprava;infrastruktura;rekonstrukce;investice;výstavba","Negrelli;Výstaviště"
Twitter,andrej-babis,05.04.2020 0:00:00,bde0539633ce1e40095b5455a59ebb9c,10,0.4003,0.4,0.5,0.6,0,0.749,0.251,0.3,0.2,"covid-19;uzdravení;zdravotní situace",""
Facebook,andrej-babis,13.09.2019 0:00:00,bde0db90b6f8671137d25df5b9b5bb24,109,0.802,0.6,0.7,0.5,0,0.922,0.078,0.4,0.8,"migrace;národní identita;spolupráce v4","V 4"
Twitter,andrej-babis,10.09.2020 0:00:00,bde4dfa6dc6c431753666e28ac4653d5,29,0.7713,0.5,0.3,0.7,0,0.801,0.199,0.2,0.4,"kompenzační bonus",""
Twitter,andrej-babis,17.12.2019 0:00:00,bde973c44162127525ccaef56789efa9,19,0.4019,0.6,0.3,0.7,0,0.886,0.114,0.2,0.4,"ochrana hranic",""
Twitter,andrej-babis,17.05.2021 0:00:00,bdec3819ee2655428c25db1284dbe73b,38,0,0.2,0.4,0.3,0,1,0,0.5,0.6,"migrace;předvolební kampaň","Býček;Půta;Šimůnek"
Twitter,andrej-babis,22.01.2021 0:00:00,bded1057001d28fa466fd1c1e8bc8e51,45,0.8591,0.5,0.6,0.7,0.121,0.626,0.254,0.3,0.4,"kompenzační bonus;vládní pomoc;oddlužení","Evropská komise"
Twitter,andrej-babis,05.10.2020 0:00:00,bdf73f01613beb38cb88facadcb7dc87,36,0.4215,0.5,0.3,0.7,0,0.939,0.061,0.2,0.4,"podpora školství;zdravotní politika;legislativní změny","AstraZeneca;EU"
Twitter,andrej-babis,30.09.2019 0:00:00,bdf76b1f81fe0e1a472311e09d0e0b60,38,0.6424,0.6,0.3,0.7,0,0.878,0.122,0.2,0.1,"mezinárodní spolupráce;brexit;finanční rámec","ER"
Twitter,andrej-babis,30.01.2020 0:00:00,bdf86abdc972e545c5e5968d5cf55b2e,43,-0.8658,0.6,0.5,0.7,0.181,0.819,0,0.4,0.3,"covid-19;nákaza;mezinárodní doprava;zdravotní krize;opatření",""
Twitter,andrej-babis,15.08.2020 0:00:00,bdf94dba5af69d5a0beb02d24075192e,37,0.8126,0.4,0.6,0.5,0.026,0.786,0.188,0.2,0.3,"",""
Twitter,andrej-babis,07.04.2020 0:00:00,be0504520b8d53bb23ec169de9b7d379,39,0.3612,0.7,0.6,0.8,0.086,0.785,0.129,0.4,0.5,"úvěrové moratorium;odklad splátek","OSVČ"
Facebook,andrej-babis,23.08.2020 0:00:00,be05c7bf5e380439bb269f330b08c0ca,24,-0.2202,0.7,0.3,0.8,0.048,0.933,0.0195,0.2,0.1,"zdravotní statistiky;nakažené osoby;testování na covid-19","Dušek;Ústavu zdravotních informací a statistiky"
Facebook,andrej-babis,08.03.2019 0:00:00,BE062C5F452491771090C1CBF64C9205,75,0.9601,0.8,0.6,0.7,0,0.807,0.193,0.3,0.4,"pietní akt;lidská práva;historie československa","Masaryk"
Twitter,andrej-babis,10.04.2020 0:00:00,be1033eec6817ee93e2306ee6b67d743,35,0.7269,0.5,0.3,0.8,0.098,0.685,0.217,0.2,0.4,"konkurenceschopnost",""
Facebook,andrej-babis,20.10.2017 0:00:00,BE17EC8BE336D6C406C000D8B1F8C7D9,127,0.7634,0.8,0.6,0.7,0.008,0.857,0.135,0.4,0.5,"podpora kandidáta;doprava;politická angažovanost;volby","Kolovratník;Kolovratníka"
Facebook,andrej-babis,11.10.2019 0:00:00,be1db7c63a491c01542fc284f64636bc,6,0,0,0,0,0,1,0,0,0,"muzeum;železnice;fotografie",""
Facebook,andrej-babis,14.06.2020 0:00:00,be2ac9ca521af141f0ec0d45430b6d8f,9,0,0.1,0.5,0.2,0,1,0,0.4,0.3,"mobilní aplikace",""
Twitter,andrej-babis,19.08.2020 0:00:00,be2f74aed442775d404c9993a7e4ceb3,44,-0.4588,0.5,0.6,0.8,0.07,0.93,0,0.3,0.2,"roušky;veřejné zdraví;společenské setkání",""
Twitter,andrej-babis,27.03.2020 0:00:00,be39343f99ed49a08ff26614fb76ef20,39,0.4951,0.6,0.8,0.7,0.098,0.746,0.156,0.3,0.4,"ochrana seniorů;covid-19;mimořádná opatření;zákaz návštěv",""
Facebook,andrej-babis,13.01.2019 0:00:00,BE3C977A7B58AFC2A360AD235E1ECCA6,32,0.0772,0.7,0.6,0.5,0,0.965,0.035,0.4,0.5,"cestování;mezinárodní spolupráce",""
Twitter,andrej-babis,27.08.2020 0:00:00,be3f2dda89721be824bd5eec9d15943e,41,0.8748,0.8,0.6,0.7,0,0.771,0.229,0.4,0.3,"ochrana přírody",""
Twitter,andrej-babis,14.09.2020 0:00:00,be409b00f75c27ac7568bc5ecd0e5ac0,33,0.4019,0.5,0.4,0.6,0,0.909,0.091,0.3,0.2,"chytrá karanténa;informace pro veřejnost","IT"
Facebook,andrej-babis,05.06.2016 0:00:00,be44c924a1e45b7b0b689c09a7bc251c,18,-0.2732,0.5,0.4,0.2,0.127,0.798,0.075,0.3,0.2,"koaliční rada",""
Twitter,andrej-babis,23.01.2020 0:00:00,be4523b90cfa8522a0a4e68d5c248633,43,0.6808,0.6,0.4,0.7,0,0.875,0.125,0.3,0.2,"","EU;WHO"
Twitter,andrej-babis,23.06.2021 0:00:00,be47e83c8b6d216d69a536bbb90397e5,45,0.6249,0.5,0.3,0.8,0,0.926,0.074,0.2,0.4,"infrastruktura;výstavba;doprava",""
Twitter,andrej-babis,03.12.2020 0:00:00,be48379d678c25de1588ce65ec8047d3,41,0.63,0.5,0.4,0.6,0,0.861,0.139,0.2,0.1,"dodržování opatření","OC Nový Smíchov;Palladium"
Twitter,andrej-babis,18.01.2021 0:00:00,be53906b1e048345c989117d830afefb,26,0,0.5,0.1,0.8,0,1,0,0.2,0.3,"",""
Facebook,andrej-babis,26.04.2021 0:00:00,be55007e81a5b31da4922c99314d98b1,5,-0.2732,0.6,0.3,0.5,0.259,0.741,0,0.2,0.4,"zdravotní rizika;vládní politika;prevence",""
Facebook,andrej-babis,27.01.2017 0:00:00,be66a1b5dc62782f40492f06779bcf7e,43,0.5719,0.5,0.8,0.6,0,0.931,0.069,0.4,0.7,"","komise;Moscovici"
Facebook,andrej-babis,23.02.2021 0:00:00,be6a22bc05e0a8610ae43f40a6e06e2a,13,0,0.3,0.5,0.2,0,1,0,0.4,0.6,"efektivita státní správy;transparentnost",""
Facebook,andrej-babis,03.08.2016 0:00:00,be6e4274c2a908cd62df109af608463f,54,0,0.5,0.3,0.7,0,1,0,0.4,0.2,"kontrolní hlášení;reverse charge;podnikatelé",""
Twitter,andrej-babis,04.02.2020 0:00:00,be75d8ae565916c146dfea433ccfa90a,33,0,0.4,0.3,0.6,0,1,0,0.2,0.5,"snížení dph;evidence tržeb",""
Twitter,andrej-babis,18.02.2020 0:00:00,be8758870ceab807bac4b3718476e6cf,22,0.34,0.6,0.3,0.7,0,0.893,0.107,0.2,0.1,"kybernetická bezpečnost",""
Twitter,andrej-babis,14.08.2021 0:00:00,be9607b2f4c97710c00a685f06af5a78,41,0.4749,0.5,0.7,0.6,0.08,0.786,0.133,0.4,0.3,"vládní rozhodnutí;pomoc občanům;solidarita","Hule"
Facebook,andrej-babis,13.03.2021 0:00:00,be9e756c7085e14daae09b8d780d5912,16,0.8402,0.7,0.5,0.3,0,0.636,0.364,0.2,0.4,"izrael","Špičákem"
Twitter,andrej-babis,17.03.2020 0:00:00,beab6b0f296d409738cf0b2b54a9112c,33,0.6124,0.5,0.3,0.7,0.049,0.794,0.157,0.4,0.2,"",""
Facebook,andrej-babis,30.03.2021 0:00:00,beaf16e0999cd6994367037ed9b88e1b,10,0,0.4,0.2,0.3,0,1,0,0.1,0.2,"","Křižanová"
Twitter,andrej-babis,13.08.2020 0:00:00,beb654f0129344092b92e2a121b395bc,27,-0.875,0.5,1,0,0.324,0.676,0,0,0,"tragédie;společenská odpovědnost",""
Facebook,andrej-babis,13.02.2017 0:00:00,beb94ed3089b8df6e82dea7b269bd339,64,0.9792,0.5,0.6,0.3,0.013,0.697,0.29,0.2,0.4,"podpora místní komunity;spolupráce s podnikateli",""
Twitter,andrej-babis,26.04.2021 0:00:00,bebd3eccb36c5fed4222289de1a1bfaa,11,0,0.3,0.1,0.2,0,1,0,0.4,0.5,"státní dluh;ekonomická politika",""
Facebook,andrej-babis,30.06.2020 0:00:00,bec2ec2054943b63b6bc7d5c7cbe0cc8,6,0.2294,0.3,0.5,0.2,0,0.7855,0.2145,0.1,0.4,"diplomacie;mezinárodní vztahy;spolupráce","král"
Twitter,andrej-babis,18.11.2020 0:00:00,bec58a8b5711e004e4bfa4b298ffb485,27,0.6369,0.7,0.6,0.8,0,0.843,0.157,0.4,0.5,"vládní rozhodnutí;finanční pomoc",""
Twitter,andrej-babis,30.07.2020 0:00:00,beccfc586342e6d35e6b3a23d5b30321,19,-0.4404,0.6,0.2,0.8,0.132,0.868,0,0.3,0.4,"nezaměstnanost;ekonomická situace;srovnání s eu","EU;EU _ Eurostat"
Twitter,andrej-babis,09.03.2021 0:00:00,beda21ce5ba907c8f40b88cbf5fc1cb8,27,-0.7002,0.3,0.6,0.4,0.182,0.818,0,0.5,0.2,"vakcíny;dezinformace;koordinace","Thomayerky"
Twitter,andrej-babis,07.08.2020 0:00:00,beea321ee2c23e344371a23ac008ed25,39,0.7178,0.6,0.3,0.7,0,0.833,0.167,0.2,0.1,"preventivní opatření",""
Twitter,andrej-babis,10.08.2020 0:00:00,bef03616fc631abb31ab7591fb560bdd,47,0.0772,0.5,0.3,0.8,0.058,0.879,0.063,0.2,0.4,"financování obcí;podpora podnikatelů","OSVČ a s r o"
Twitter,andrej-babis,20.03.2020 0:00:00,bef6d4941d902f3de5398fb0d0e5a231,22,-0.5204,0.6,0.4,0.5,0.144,0.856,0,0.3,0.2,"",""
Twitter,andrej-babis,11.11.2020 0:00:00,befe91f8698eea9dd496f410299c3e3e,39,0.2878,0.5,0.6,0.7,0,0.9145,0.0855,0.4,0.3,"politická stabilita","Merkelová"
Twitter,andrej-babis,16.12.2020 0:00:00,bf0891e90ec78d71de336f03b9f46522,28,0,0.5,0.3,0.7,0,1,0,0.2,0.1,"testování na covid-19;rezervační systém","COVID-19"
Twitter,andrej-babis,26.06.2020 0:00:00,bf08d8004472927d65f000d9f499ed8c,34,-0.5859,0.6,0.5,0.4,0.121,0.879,0,0.3,0.7,"ochrana životního prostředí;boj proti suchu;ochrana ohrožených druhů",""
Twitter,andrej-babis,07.07.2020 0:00:00,bf104f8b58b445538ab100e0a4a77b9d,38,0.5563,0.4,0.5,0.7,0,0.919,0.081,0.3,0.6,"zjednodušení administrativy",""
Facebook,andrej-babis,01.09.2021 0:00:00,bf12f464854fac53d292b4d514b487d0,3,0.4033,0.5,0.3,0.4,0,0.649,0.351,0.2,0.1,"mezinárodní vztahy;politické diskuse",""
Twitter,andrej-babis,11.02.2020 0:00:00,bf1c6833d8c8f0fbf4e0c86cf1d421bb,45,-0.5994,0.5,0.2,0.8,0.151,0.812,0.038,0.1,0.1,"","EON;ČEZ"
Facebook,andrej-babis,30.08.2019 0:00:00,bf2ae9bc32221bd9c74849ff8629adcb,9,0.4588,0,0.1,0.2,0,0.812,0.188,0.3,0.4,"stavba",""
Twitter,andrej-babis,30.01.2023 0:00:00,bf2fcc0e537e75225f6d77d0dbae9cc5,16,0.5994,0.5,0.7,0,0,0.837,0.163,0,0,"rozhovor;budoucnost",""
Twitter,andrej-babis,23.11.2019 0:00:00,bf3ac41326365238e3aaf0e54f127f3c,10,0.128,0.3,0.6,0.2,0.138,0.692,0.17,0.1,0.2,"",""
Twitter,andrej-babis,08.04.2021 0:00:00,bf3d15169bb4af5d1ea732396b982fe0,34,0.9135,0.7,0.8,0.3,0.05,0.638,0.312,0.2,0.4,"","Peřina"
Twitter,andrej-babis,31.10.2020 0:00:00,bf4f2c63e11d31caad7c1960a78745d5,10,0.3834,0.4,0.2,0.3,0.101,0.697,0.203,0.5,0.6,"politické názory;práce","Babiš;Blatný"
Facebook,andrej-babis,13.09.2020 0:00:00,bf53448724c86cea374fc4f5b464c809,18,0.7717,0.3,0.7,0.2,0,0.661,0.339,0.4,0.5,"spolupráce;sdílení",""
Twitter,andrej-babis,11.09.2020 0:00:00,bf54ab55d20736bb336dfd5def16bcb1,29,0.2009,0.6,0.2,0.8,0,0.8935,0.1065,0.1,0.3,"ubytování","COVID Ubytování pro provozovatele ubytovacích zařízení Příjem"
Twitter,andrej-babis,01.09.2020 0:00:00,bf55a9d5b821b8904d0c78c3366da7bc,43,0.6486,0.7,0.5,0.8,0,0.888,0.112,0.3,0.4,"modernizace dopravy;realizace projektů","Ministerstvo dopravy"
Facebook,andrej-babis,30.07.2016 0:00:00,bf60d68870155456b8cb0f541c1457a6,21,-0.6124,0.3,0.5,0.2,0.179,0.821,0,0.6,0.7,"rozpočet;financování;politická satira",""
Twitter,andrej-babis,09.03.2020 0:00:00,bf60e5e3ce18b943e0e7bb3ecb9f7119,42,0.8073,0.6,0.3,0.8,0.029,0.793,0.178,0.2,0.4,"intenzivní péče",""
Twitter,andrej-babis,12.11.2020 0:00:00,bf67d8b0546a96a8141710eb270c1cfa,45,0.4878,0.5,0,1,0.034,0.895,0.071,0,0,"výběr dodavatele","ŘSD"
Twitter,andrej-babis,28.01.2023 0:00:00,bf697b94bf25cef8d9ad2d91f3232e4a,14,0.6369,0,0.5,0,0,0.741,0.259,0,0,"osobní vzpomínky;mezinárodní vztahy;politické události","Bílém domě"
Twitter,andrej-babis,20.03.2020 0:00:00,bf6f0db7716a5949b1a8fca97de0d4a8,28,-0.34,0.6,0.5,0.7,0.068,0.932,0,0.2,0.3,"distribuce ochranných pomůcek",""
Twitter,andrej-babis,01.09.2020 0:00:00,bf7015674e50d665afc0d3f65d1bd37d,36,0.5423,0.7,0.6,0.8,0.071,0.78,0.149,0.4,0.3,"",""
Facebook,andrej-babis,20.12.2016 0:00:00,bf779035afc87a28bcdce346d9286fe3,131,-0.8574,0.5,0.8,0.7,0.132,0.797,0.071,0.6,0.7,"migrační politika;terorismus","Merkelová"
Twitter,andrej-babis,24.11.2022 0:00:00,bf81238207a823d3394d22b7482fd6a1,7,0,0,0.5,0,0,1,0,0.3,0.2,"mediální obsah",""
Twitter,andrej-babis,11.05.2021 0:00:00,bf8e58e33ff7634b2b5486f7484a4abd,14,0.8126,0.5,0.4,0.6,0,0.607,0.393,0.3,0.7,"podpora podniků",""
Twitter,andrej-babis,06.02.2020 0:00:00,bf8eb43d4211a0c87a9c60ede09a72b4,30,-0.25,0.7,0.2,0.8,0.124,0.817,0.059,0.1,0.3,"","EKO KOM"
Twitter,andrej-babis,17.06.2020 0:00:00,bf949b2ebe51fafc318140f545edd3a0,38,0.5046,0.7,0.5,0.8,0,0.899,0.101,0.2,0.3,"osvěta",""
Twitter,andrej-babis,14.12.2019 0:00:00,bf961751d290cc94d3d45ada426c7c17,36,0.4588,0.6,0.5,0.7,0,0.85,0.15,0.4,0.5,"rekonstrukce;infrastruktura;turismus","Thermal"
Twitter,andrej-babis,16.03.2020 0:00:00,bf984223ef5f162ac76be939aa911ab2,26,-0.25,0.5,0.4,0.6,0.059,0.941,0,0.3,0.2,"",""
Twitter,andrej-babis,29.07.2020 0:00:00,bf9e788d7fae537a2bc4f0743ab6af05,39,0.4345,0.5,0.4,0.6,0,0.877,0.123,0.3,0.7,"podpora sportu",""
Twitter,andrej-babis,03.12.2020 0:00:00,bfa0e862e963453437c340402f351685,33,0.327,0.2,0.5,0.3,0.045,0.88,0.075,0.4,0.1,"technologický pokrok",""
Twitter,andrej-babis,01.11.2019 0:00:00,bfa28de2a01c0b3a0b2f937a159eab00,45,0.1779,0.6,0.5,1,0,0.964,0.036,0.4,0.7,"financování školství",""
Twitter,andrej-babis,04.01.2021 0:00:00,bfa2bafae83e519bcbcafeecd022003d,20,0.4404,0.5,0.3,0.7,0.093,0.706,0.201,0.2,0.4,"finanční podpora",""
Twitter,andrej-babis,14.10.2019 0:00:00,bfa2f58c1cde828d758152bf0d28218d,29,0.7269,0.5,0.2,0.7,0,0.844,0.156,0.1,0.3,"","EU;Rada EU"
Twitter,andrej-babis,29.10.2020 0:00:00,bfa3f2d147c8b29980a96748ed077fed,12,0,0.6,0.5,0.7,0,1,0,0.3,0.4,"nový ministr zdravotnictví;tisková konference;zdravotní politika","Blatný"
Twitter,andrej-babis,27.08.2021 0:00:00,bfaf3d9034628c05e6133ea782f1f183,32,-0.304,0.7,0.8,0.6,0.175,0.715,0.109,0.4,0.5,"místní rozvoj;infrastruktura;komunitní projekty",""
Facebook,andrej-babis,25.07.2021 0:00:00,bfbc644edf8cd3605445e1dc43ad0c79,44,0.2202,0.5,0.6,0.4,0,0.628,0.372,0.7,0.8,"politická agenda;mediální pokrytí","Babiš;Deník E 15"
Twitter,andrej-babis,04.06.2020 0:00:00,bfc1c1d9e525842a163191bf08d57a07,37,-0.296,0.5,0.6,0.4,0.062,0.937,0,0.3,0.2,"ochrana přírody",""
Twitter,andrej-babis,19.12.2021 0:00:00,bfc5dbd91d6afdf1408e9a4373b36046,9,-0.6808,0.3,0.7,0.2,0.365,0.635,0,0.5,0.6,"",""
Twitter,andrej-babis,02.11.2020 0:00:00,bfd5a68225e5ff68d5ba8fa943950565,33,0.2859,0.5,0.4,0.7,0.0505,0.862,0.0875,0.3,0.6,"oddlužení",""
Facebook,andrej-babis,26.02.2020 0:00:00,bfd6133cef3af7775e9e608c7813ed1f,4,0.4033,0.3,0.1,0.2,0,0.769,0.231,0,0,"zdravotnictví;regionální rozvoj",""
Twitter,andrej-babis,19.03.2020 0:00:00,bfd8de376505092a9dce4a754ebbbbc4,37,0,0.6,0.3,0.8,0,1,0,0.2,0.4,"zdravotnický materiál;ministerstvo dopravy",""
Twitter,andrej-babis,15.10.2020 0:00:00,bfe4175994e72a6b590cc91ffc8a9a6d,25,0,0.6,0.2,0.8,0,1,0,0.1,0.1,"hygiena;prevence",""
Facebook,andrej-babis,23.12.2016 0:00:00,bfe4906a151312d063b2141dfe01b158,68,0.981,0.5,1,0,0.027,0.637,0.336,0,0,"osobní zkušenosti",""
